id,text,sentiment
5497,"""What were the hardest-hitting questions in the #GOPDebate? JasonBellini takes look: http://t.co/4zXywLiB2i""",Neutral
5498,This looks like the saddest reboot of Ocean's Eleven where Schwarzenegger couldn't make the presser #GOPDebate. https://t.co/Sz7lU417B2,Negative
5499,Republican presidential debate: How Donald Trump's performance may stall campaign   http://t.co/slCaguepIS #US #USA #USpoli #GOP #GOPdebate,Neutral
5500,RT @JoePrich: .@megynkelly remember when you scolded Candy Crowley for doing exactly what you did tonight? #GOPDebate #Shill http://t.co/0s…,Negative
5501,"#BenCarson gets ? about ""waterboarding"". Really Ms. Kelly? The man is brilliant and made his own moments. Be a great president! #GOPDebate",Positive
5502,RT @brittparker88: Trump is a joke. I hate that people are supporting him. #gopdebate,Negative
5503,"RT @Sarhan_: So, @Tedcruz remarks about #Sisi in #GOPDebate will make the front page of every newspaper in #Egypt: https://t.co/5H5PRwi7jU",Neutral
5504,#GOPDebate I really like Dr. Ben Carson but I am not sure he really has what it takes to handle the foreign policy,Negative
5505,RT @LadySandersfarm: Any of the ppl in the #GOPDebate could do better than this. Democrats are killing this country. Dems' #WarOnWomen http…,Negative
5506,Whose #GOPDebate tweets did I LOL at most? @JayHovdey's. #horselaughs,Neutral
5507,RT @AndrewCryer1: I think that @BernieSanders won the #GOPDebate with #DebateWithBernie. Who ever thought of that idea deserves a golden st…,Negative
5508,"Big losers of the #GOPDebate; #JebBush, #ChrisChristie, #TheDonald. They all did terrible! #Cruz and #Paul were great. #Rubio was good.",Neutral
5509,RT @tantan73: Here's the Vine of @BernieSanders dictating his Tweets during #GOPDebate. #DebateWithBernie #FeelTheBern   https://t.co/oejx7…,Neutral
5510,"As Canadian leaders debated, Trump was producing the wildest show in politics http://t.co/MejxXpzG1V #US #USA #USpoli #GOP #GOPdebate",Negative
5511,RT @Ornyadams: FYI I'll be live tweeting Teen Mom 2 on @MTV after this. What a night of great TV! #GOPDebate,Positive
5512,ICYMI: A scorecard breaking down the #GOPDebate via @adamsmithtimes @KirbyWilson88 #watercoolerrecap #jebio http://t.co/TWQfwv60GU,Neutral
5513,"RT @Gdestefano95: #GOPDebate  
TRUMP PROVED HE'S GOT BALLS TO WEILD U.S. POWER!  He'll assemble a killer team &amp; GET IT DONE! 

@realDonaldT…",Positive
5514,@etammykim 5. What questions shld journos ask candidates when it comes to reporting on poverty? #TalkPoverty #GOPDebate,Neutral
5515,"RT @Chris_R0bbins: The #GOPDebate last night got above a 15 rating last night, triple the highest debate in 2011-2012. That may be good new…",Neutral
5516,"RT @PresidentCam: ""Please just leave me out of this"" - God #GOPDebate",Negative
5517,RT @ThePatriot143: Hey Jeb #CommonCore is ALL about dumbing down our children! Who are you trying to FOOL? #GOPDebate,Negative
5518,It's really distracting that the little Fox/Facebook panels aren't all at the same height. #GOPDebate,Negative
5519,"The real winner of the ""kids' table"" #GOPdebate? Dick Cheney http://t.co/zMwOlH7vWe #UnitedBlue #Hillary2016 #MorningJoe",Neutral
5520,"RT @marty_allen: When Fox News knows you're full of shit (Donald Trump), you know you hecked up. #GOPDebate",Negative
5521,Scott Walker &amp; Droopy Dog... definitely related. #GOPDebate http://t.co/HccDkmV1WG,Negative
5522,RT @brendanbiles: we are ready #GOPDebate #Trump2016 http://t.co/qZwlCJCiE2,Neutral
5523,"RT @LiberalMmama: 15 yr old son watching news heard ""Jeb Bush act of love ? during debate"" and asked me ""was that when he gave W. 2000 elec…",Negative
5524,@Marisol_Bello 5. What questions shld journos ask candidates when it comes to reporting on poverty? #TalkPoverty #GOPDebate,Neutral
5525,My take on the #GOPDebate? It was entertaining at least. I still want to learn a lot more about the candidates though http://t.co/I6cYU0nw0k,Neutral
5526,"RT @jjauthor: I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate @jgkight  http://t.c…",Negative
5527,@deray The #GOPDebate didn't discuss issues of racism cuz that's what racists do. Their honest answers wouldn't play well w/ most voters.,Neutral
5528,RT @TheBaxterBean: WHY IS IT TAKING SO LONG FOR TED CRUZ TO RENOUNCE HIS CANADIAN CITIZENSHIP? http://t.co/6d6xVAfpf1 #GOPDebate http://t.c…,Negative
5529,"My focus group actually likes Donald Trump as a person and a businessman… But not as a candidate.  #GOPDebate

http://t.co/Gn6vDezXtx",Neutral
5530,"RT @ShannonBream: ""Russian and Chinese govts probably know more about Hillary's email than Congress does.""  - says @GovWalker #GOPdebate",Neutral
5531,RT @SueSwyt: Things I shouldn't want according to #GOPdebate but do: #Obamahugs #teachers #government,Neutral
5532,"RT @FakeLouHoltzKSR: WHO NEEDSH THE LUCK OF THE IRITHSH?! #Holtz2016 #GOPDebate 

@katienolan @kathleenmadigan http://t.co/YJJpYZuUuE",Negative
5533,RT @lesleyabravanel: Stupid! Mexico smart. America stupid. Rosie O' is a pig. If it weren't for Trump I'd be sober now. Pass the tequila. #…,Negative
5534,@notaxation Thank you for your thoughts on the #GOPDebate. How long would you think some of the round 1 candidates will hang around?,Positive
5535,RT @Ben_Herring1017: Saying you're a Cold War vet is like saying you were a player in a really big game that got rained out #GOPDebate,Negative
5536,"Stop the world, I want to get off: http://t.co/zqyseSaT8J #GOPDebate",Negative
5537,Scott walkers security detail at Slymans. #GOPDebate http://t.co/vSvv00RjjS,Neutral
5538,Was going to finish the #GOPDebate on my DVR this AM but then remembered it's early and I haven't had my coffee and I want to keep my soul.,Negative
5539,The fight for the Republican Party #GOPDebate | #GOPDebate | https://t.co/lzi7ErbxZe,Neutral
5540,"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!
#GOPDebate",Negative
5541,• Col Allen West on the 2016 GOP Debate • Greta • 8 5 15 • | #GOPDebate | https://t.co/5J8dQvApmv,Neutral
5542,Interesting #GOPDebate Friday analysis contrast between nat'l chattering class &amp; FL politicos. Far fewer @marcorubio mentions outside of FL.,Neutral
5543,"RT @RonSantoFan: Fox News has made it loud and clear that core Conservatives are not welcomed.

Cruz was snubbed tonight.

Very poor.

#GOP…",Negative
5544,@megynkelly @BretBaier @FoxNewsSunday Ppl say @realDonaldTrump needs specifics. Yet u gave THOSE type questions ONLY to opponents #GOPDebate,Positive
5545,RT @MakeeshaThomas: @peggebeen A leader with integrity is what this country should beg God for. Can we get one upright?!!! @sortaricanrara …,Negative
5546,RT @jjauthor: Obama doesn't negotiate with terrorists - he sets them free and finances them! @realDonaldTrump #GOPDebate,Negative
5547,So much better to follow Twitter last night than the actual #GOPDebate. We'd elect any one of our tweeps over the 18 Republican candidates,Negative
5548,"RT @BlacknBklyn: @TheRoot based on last nights #GOPdebate, not people's mindset. When #BlackLivesMatter was brought up, the answer wasn't d…",Negative
5549,Christie's closing statement destroyed all of my good will towards him. #GOPDebate,Negative
5550,RT @deray: Hillary Clinton is getting a lot of free PR from candidates today at the #GOPDebate.,Neutral
5551,2013: Kasich signed into law a budget where rape crisis centers lose public funding if they counseled rape victims abt abortion. #GOPDebate,Negative
5552,"RT @LegalizeNegroes: ""WE DON'T NEED A PRESIDENT WHO CANT SAY EXTREMIST ISLAMIC TERRORIST!"" 

But you can't call Dylan Roof a ""White Terrori…",Negative
5553,"""Yay money!! No brown people!! Gays bad!! Haha women!! Terrorists 👎!! God 👍!!""  #GOPDebate @GOP",Negative
5554,"RT @comcatholicgrl: ""When the government tries to invade the Church, it's time to resist"" -@RandPaul #GOPDebate",Positive
5555,"At certain (not rare) moments the #GOPDebate seemed for pres elec in middle ages. Seriously, u r welcome to the 21th century, plz come in,",Negative
5556,Fox News Tries to Trip Trump in 1st GOP Debate for 2016 #MegynKelly #DonaldTrump #GOPDebate http://t.co/8yQYzaCdIT,Negative
5557,@SpeakerBoehner You too lie Mr. Speaker that's why we like @realDonaldTrump @RealBenCarson and @CarlyFiorina #GOPDebate,Negative
5558,RT @JoeTheMailman: #GOPdebate ~ OMG !!! Now @megynkelly seeks approval from Liberal quack--&gt; Debbie Wasserman Schultz??? http://t.co/ZjrbnU…,Negative
5559,#GOPDebate OMG my dream ticket would be a #RandPaul / #CarlyFiorina ticket... I don't care which is POTUS and which is Vice.,Positive
5560,"RT @FreedomJames7: Chris Christie Is A Loser.
#GOPDebate",Negative
5561,"RT @ElizabethND04: I wish @CarlyFiorina was putting these dudes, especially Trump and Christie, in their places. #GOPDebate #FoxDebate  htt…",Positive
5562,I have seen far better Political Debates but last night's #GOPDebate Winner was John Kasich who looked Presidential...perception matters!,Positive
5563,"RT @SFriedScientist: Oh shit, guys, while these chumps are all in the same place, quick, build a wall around the #GOPDebate. There can be a…",Negative
5564,Media continues to praise last night's Fox News hit job on specific candidates: http://t.co/qD3LBg4vDF #GOPDebate #tcot,Negative
5565,16% of U.S. homes with TV sets watched last night's #GOPDebate - more than 3x highest-rated debates for 2012 election http://t.co/ele3LMeoxo,Positive
5566,RT @TamraTellsIt: I would think this is what we'd get from left wing MSM #fail #GOPDebate  https://t.co/BJNBMyNPuW,Neutral
5567,#GOPDebate only @realDonaldTrump and @BenCarson2016 got personal stupid questions. Total #gop establishment hitjob. #Trump2016,Negative
5568,"RT @JJPatriot: What a disaster @megynkelly was at the #GOPDebate 

Sad. 

One more reason not to watch @FoxNews",Negative
5569,#Trump2016's healthcare answer actually made some sense. #GOPDebate,Positive
5570,RT @ElizabethND04: Kind of grossed out by Christie using 9/11 to help his cause.  It feels weird &amp; wrong; something about the way he's doin…,Negative
5571,"MK: ""Mr. Simpson, you've stalked and savagely murdered women..""
O.J.: ""Only my ex-wife.""
*audience roars with laughter, applause*
#GOPDebate",Negative
5572,"#Trump must be doing something right to have Lame-Stream Media FOX - Karl Rove - NEWS come out swinging at him. 
#GOPDebate @realDonaldTrump",Positive
5573,"RT @ReformedBroker: Rubio just blamed Dodd-Frank for wiping out banks. He has that chronology disease from Memento, you guys. 

#GOPDebate",Negative
5574,"I was watching a great show about the male psyche &amp; how it created a violent, greedy, cruel society; then I realized it was the #GOPDebate.",Negative
5575,"I'm still for @realDonaldTrump, @JebBush reminds me of Jimmy Carter n a bit like @JohnKerry , which is fine, we just need tuffer #GOPDebate",Positive
5576,RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,Negative
5577,Rainbow wigs on fire. floppy shoes thrown asunder. Never slow to gawk at a car wreck. Unless its a #ClownCarWreck #GOPDebate,Negative
5578,RT @newtgingrich: I am. Today at 1pm ET. http://t.co/0Ml1P6dqQ8 #gopdebate  https://t.co/d3fmROuyYD,Neutral
5579,"RT @ElizabethND04: Amen, @ChrisRBarron. He has not lived up to the promises he made to my state. #GOPDebate #FOXNEWSDEBATE #FoxDebate  http…",Negative
5580,"The only people who care about Saul Alinsky are paranoid conservatives. Does even one liberal care about the ""Alinsky Model""? #GOPDebate",Neutral
5581,"What keeps Reince Priebus up at night!

#GOP #RNC #TRUMP #republicans #foxnews #tcot #GOPDebate http://t.co/1j0csjUmC8",Negative
5582,RT @megynkelly: #KellyFile is LIVE now with reaction to #GOPDebate http://t.co/DLQ6L3aPIF,Neutral
5583,"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs …",Negative
5584,"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/dl5mBjhJuG",Negative
5585,"Christie, Huckabee, Walker get top marks... who didn't score well last night http://t.co/3aFiekciTk #GOPDebate",Positive
5586,"It's obvious he got to #megynkelly - Rupert Murdoch Wants Fox To 'Back Off The #Trump Coverage http://t.co/Ao0zZFzEp1

#Trump2016 #GOPDebate",Negative
5587,"Because Fox News didn't ask Trump any REAL questions, I still don't know if he's as good as people think he is. #GOPDebate #FoxDebate",Negative
5588,".@gov_gilmore @GingerLanier
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Negative
5589,"""Can you introduce me as the son of Reagan's Vice President?"" #GOPDebate",Neutral
5590,"RT @lybr3: Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accu…",Negative
5591,7 of the Most Ridiculous Things @realDonaldTrump Said During the #GOPDebate http://t.co/J4oP8geAlf,Negative
5592,The #GOPdebate summed up. http://t.co/fkYSDRwzS1,Negative
5593,"Decided to wait for the recaps and analysis of last nights #GOPDebate. Even they leave me both bored, annoyed or disgusted with the GOP.",Negative
5594,Donald trump butt plugs available at http://t.co/MKeScV5BXE #donaldtrump #gopdebate #trump #fucktrump… https://t.co/3yHxS69KAe,Negative
5595,Well after watching the #GOPDebate last night I now know what it's like to be hated in this country. #WarOnWomen,Negative
5596,RT @KennedyNation: #Rubio repeal #DoddFrank. Amen!!! #GOPDebate,Positive
5597,RT @thatgirlmystic: It should be illegal for televised debates that pertain to elections to not be available free to every person in this c…,Neutral
5598,"RT @platypus_shark: Hey, Jeb Bush! You know what prevents abortion? 
All the contraception that Planned Parenthood provides!
#GOPDebate",Negative
5599,"The Ghost of #Reagan #Past
The Ghost of Reagan #Present
The Ghost of Reagan #Future
#GOPDebate",Neutral
5600,Catching up this morning on the #GOPDebate got me like http://t.co/sqMqpnhdh5,Negative
5601,"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" https://t.co/zQJnCZDLyx via @YouTube",Positive
5602,"Biggest losers in the #GOPDebate were @megynkelly and Chris Wallace. Cynical, arrogant, condescending game-show hosts.",Negative
5603,"RT @FrankLuntz: John Kasich got a louder applause from the Q arena in Cleveland than LeBron James.

#GOPDebate",Positive
5604,#GOPDebate @RealBenCarson made some good points on unity and freedom but needs to elaborate more on how he plans to put it in effect.,Positive
5605,"RT @jr_whitehurst: If one of the candidates would have come out before the #GOPDebate and done the @KingJames pre-game baby powder routine,…",Neutral
5606,"RT @JavaJoeX: @CarlyFiorina won both debates and then tingled on Chris Matthews 

#GOPDebate",Negative
5607,I would've watched the #GOPDebate but sadly football is consuming my soul atm,Neutral
5608,UFCW at protest of Scott Walker at Slymans. #Cleveland #GOPDebate http://t.co/7j0XyBPpMW,Negative
5609,"#GOPDebate  best one I've ever seen.  tactful, informative, little humor",Positive
5610,"Great #GOPDebate but CAN WE TRUST YOU?
On ur website u claim u lost your daughter but you were the stepmom
@CarlyFiorina @FoxNews",Negative
